2025-06-29 20:48:03 [INFO] [ForgeModLoader] Forge Mod Loader version 6.4.50.1,345 for Minecraft 1.6.4 loading
2025-06-29 20:48:03 [INFO] [ForgeModLoader] Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_202, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_202
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Java classpath at launch is minecraftforge-universal-1.6.4-9.11.1.1345.jar
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Java library path at launch is C:\Program Files\Java\jre1.8.0_202\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files\Python310\Scripts\;C:\Program Files\Python310\;C:\Program Files\ImageMagick-7.1.1-Q16-HDRI;C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64\compiler;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Neovim\bin;C:\Program Files\dotnet\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files\NVIDIA Corporation\NVIDIA app\NvDLISR;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\Git\cmd;C:\Users\OseanMan\AppData\Local\Microsoft\WindowsApps;C:\Users\OseanMan\AppData\Local\Microsoft\WinGet\Links;C:\Users\OseanMan\AppData\Local\atom\bin;C:\Users\OseanMan\AppData\Local\Programs\Microsoft VS Code\bin;.
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Enabling runtime deobfuscation
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Instantiating coremod class FMLCorePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Enqueued coremod FMLCorePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Instantiating coremod class FMLForgePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Enqueued coremod FMLForgePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] All fundamental core mods are successfully located
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Discovering coremods
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Examining for coremod candidacy Backpack-1.28.37-1.6.x.jar
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Coremod plugin class FMLCorePlugin run successfully
2025-06-29 20:48:03 [INFO] [ForgeModLoader] Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Injecting coremod FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin} class transformers
2025-06-29 20:48:03 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.ForgeAccessTransformer
2025-06-29 20:48:03 [INFO] [STDOUT] Loaded 110 rules from AccessTransformer config file forge_at.cfg
2025-06-29 20:48:03 [FINEST] [ForgeModLoader] Registering transformer net.minecraftforge.transformers.EventTransformer
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Injection complete
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Running coremod plugin for FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin}
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Running coremod plugin FMLForgePlugin
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Coremod plugin class FMLForgePlugin run successfully
2025-06-29 20:48:03 [INFO] [ForgeModLoader] Calling tweak class cpw.mods.fml.common.launcher.FMLDeobfTweaker
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Validating minecraft
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Minecraft validated, launching...
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Runtime patching class net.minecraft.server.MinecraftServer (input size 20475), found 1 patch
2025-06-29 20:48:03 [FINE] [ForgeModLoader] Successfully applied runtime patches for net.minecraft.server.MinecraftServer (new size 27501)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/world/IBlockAccess (input size 224), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/world/IBlockAccess (new size 743)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/world/WorldServerMulti (input size 573), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/world/WorldServerMulti (new size 1076)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/network/packet/NetHandler (input size 4778), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/network/packet/NetHandler (new size 9784)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/nbt/CompressedStreamTools (input size 1689), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/nbt/CompressedStreamTools (new size 3869)
2025-06-29 20:48:04 [INFO] [ForgeModLoader] Launching wrapped minecraft {net.minecraft.server.MinecraftServer}
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockFlower (input size 1521), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockFlower (new size 3588)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockOre (input size 1563), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockOre (new size 2039)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockMushroom (input size 1825), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockMushroom (new size 2645)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockTorch (input size 2798), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockTorch (new size 4781)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockMobSpawner (input size 732), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockMobSpawner (new size 1487)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockLadder (input size 1677), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockLadder (new size 3071)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockLever (input size 4434), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockLever (new size 5947)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockSnow (input size 2225), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockSnow (new size 3787)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockReed (input size 1736), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockReed (new size 3227)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockPortal (input size 2847), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockPortal (new size 5427)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockTrapDoor (input size 2767), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockTrapDoor (new size 4791)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockVine (input size 4868), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockVine (new size 6985)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockTripWireSource (input size 5544), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockTripWireSource (new size 7305)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockSkull (input size 4373), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockSkull (new size 6663)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/block/BlockComparator (input size 3837), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/block/BlockComparator (new size 6288)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/world/gen/feature/WorldGenTaiga2 (input size 1629), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/world/gen/feature/WorldGenTaiga2 (new size 2668)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/world/gen/feature/WorldGenForest (input size 1421), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/world/gen/feature/WorldGenForest (new size 2612)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/item/ItemShears (input size 1037), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/item/ItemShears (new size 3599)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/item/ItemFlintAndSteel (input size 952), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/item/ItemFlintAndSteel (new size 1283)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/item/ItemBucketMilk (input size 828), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/item/ItemBucketMilk (new size 1153)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/item/ItemMap (input size 5122), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/item/ItemMap (new size 6631)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/item/ItemEmptyMap (input size 1301), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/item/ItemEmptyMap (new size 1643)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/entity/boss/IBossDisplayData (input size 0), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/entity/boss/IBossDisplayData (new size 175)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/item/BehaviorDispenseArmor (input size 1099), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/item/BehaviorDispenseArmor (new size 1521)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/entity/item/EntityMinecartEmpty (input size 551), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/entity/item/EntityMinecartEmpty (new size 1143)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/entity/item/EntityEnderPearl (input size 1168), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/entity/item/EntityEnderPearl (new size 2245)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/util/CryptManager (input size 4572), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/util/CryptManager (new size 7176)
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Runtime patching class net/minecraft/world/chunk/storage/AnvilSaveHandler (input size 967), found 1 patch
2025-06-29 20:48:04 [FINE] [ForgeModLoader] Successfully applied runtime patches for net/minecraft/world/chunk/storage/AnvilSaveHandler (new size 1359)
2025-06-29 20:48:05 [INFO] [Minecraft-Server] Starting minecraft server version 1.6.4
2025-06-29 20:48:05 [INFO] [MinecraftForge] Attempting early MinecraftForge initialization
2025-06-29 20:48:05 [INFO] [STDOUT] MinecraftForge v9.11.1.1345 Initialized
2025-06-29 20:48:05 [INFO] [ForgeModLoader] MinecraftForge v9.11.1.1345 Initialized
2025-06-29 20:48:05 [INFO] [STDOUT] Replaced 111 ore recipies
2025-06-29 20:48:05 [INFO] [MinecraftForge] Completed early MinecraftForge initialization
2025-06-29 20:48:05 [INFO] [ForgeModLoader] Reading custom logging properties from G:\_Persona\Sean\Documents\mc_n_frends\versions\1.6.4_mod\server\config\logging.properties
2025-06-29 20:48:05 [OFF] [ForgeModLoader] Logging level for ForgeModLoader logging is set to ALL
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Building injected Mod Containers [cpw.mods.fml.common.FMLDummyContainer, net.minecraftforge.common.ForgeDummyContainer]
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Attempting to load mods contained in the minecraft jar file and associated classes
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Minecraft is a file at G:\_Persona\Sean\Documents\mc_n_frends\versions\1.6.4_mod\server\minecraftforge-universal-1.6.4-9.11.1.1345.jar, loading
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Minecraft jar mods loaded successfully
2025-06-29 20:48:05 [INFO] [ForgeModLoader] Searching G:\_Persona\Sean\Documents\mc_n_frends\versions\1.6.4_mod\server\mods for mods
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Found a candidate zip or jar file Backpack-1.28.37-1.6.x.jar
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Found a candidate zip or jar file BiblioCraft[v1.5.5].zip
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Found a candidate zip or jar file DecoCraft1.6.4 V1.9b.zip
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Found a candidate zip or jar file The Lion King Mod v1.13.zip
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Examining file minecraftforge-universal-1.6.4-9.11.1.1345.jar for potential mods
2025-06-29 20:48:05 [FINE] [ForgeModLoader] The mod container minecraftforge-universal-1.6.4-9.11.1.1345.jar appears to be missing an mcmod.info file
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Examining file Backpack-1.28.37-1.6.x.jar for potential mods
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Located mcmod.info file in file Backpack-1.28.37-1.6.x.jar
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Identified an FMLMod type mod backpack.Backpack
2025-06-29 20:48:05 [FINEST] [Backpack] Parsed dependency info : [] [] []
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Examining file BiblioCraft[v1.5.5].zip for potential mods
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Located mcmod.info file in file BiblioCraft[v1.5.5].zip
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Identified an FMLMod type mod jds.bibliocraft.BiblioCraft
2025-06-29 20:48:05 [FINEST] [BiblioCraft] Parsed dependency info : [] [] []
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Examining file DecoCraft1.6.4 V1.9b.zip for potential mods
2025-06-29 20:48:05 [FINE] [ForgeModLoader] The mod container DecoCraft1.6.4 V1.9b.zip appears to be missing an mcmod.info file
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Identified an FMLMod type mod com.mia.props.Props
2025-06-29 20:48:05 [FINEST] [props] Parsed dependency info : [] [] []
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Examining file The Lion King Mod v1.13.zip for potential mods
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Located mcmod.info file in file The Lion King Mod v1.13.zip
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Identified a class lionking.common.mod_LionKing following modloader naming convention but not directly a BaseMod or currently seen subclass
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Identified an FMLMod type mod lionking.common.mod_LionKing
2025-06-29 20:48:05 [FINEST] [lionking] Parsed dependency info : [] [] []
2025-06-29 20:48:05 [INFO] [ForgeModLoader] Attempting to reparse the mod container The Lion King Mod v1.13.zip
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Examining file The Lion King Mod v1.13.zip for potential mods
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Located mcmod.info file in file The Lion King Mod v1.13.zip
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Identified a class lionking.common.mod_LionKing following modloader naming convention but not directly a BaseMod or currently seen subclass
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Identified an FMLMod type mod lionking.common.mod_LionKing
2025-06-29 20:48:05 [FINEST] [lionking] Parsed dependency info : [] [] []
2025-06-29 20:48:05 [INFO] [ForgeModLoader] Forge Mod Loader has identified 7 mods to load
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Received a system property request ''
2025-06-29 20:48:05 [FINER] [ForgeModLoader] System property request managing the state of 0 mods
2025-06-29 20:48:05 [FINE] [ForgeModLoader] After merging, found state information for 0 mods
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Reloading logging properties from G:\_Persona\Sean\Documents\mc_n_frends\versions\1.6.4_mod\server\config\logging.properties
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Reloaded logging properties
2025-06-29 20:48:05 [FINE] [mcp] Mod Logging channel mcp configured at default level.
2025-06-29 20:48:05 [INFO] [mcp] Activating mod mcp
2025-06-29 20:48:05 [FINE] [FML] Mod Logging channel FML configured at default level.
2025-06-29 20:48:05 [INFO] [FML] Activating mod FML
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Injecting found translation data in zip file minecraftforge-universal-1.6.4-9.11.1.1345.jar at assets/forge/lang/en_US.lang into language system
2025-06-29 20:48:05 [FINE] [Forge] Mod Logging channel Forge configured at default level.
2025-06-29 20:48:05 [INFO] [Forge] Activating mod Forge
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Injecting found translation data in zip file minecraftforge-universal-1.6.4-9.11.1.1345.jar at assets/forge/lang/en_US.lang into language system
2025-06-29 20:48:05 [FINE] [Backpack] Enabling mod Backpack
2025-06-29 20:48:05 [FINE] [Backpack] Mod Logging channel Backpack configured at default level.
2025-06-29 20:48:05 [INFO] [Backpack] Activating mod Backpack
2025-06-29 20:48:05 [FINE] [BiblioCraft] Enabling mod BiblioCraft
2025-06-29 20:48:05 [FINE] [BiblioCraft] Mod Logging channel BiblioCraft configured at default level.
2025-06-29 20:48:05 [INFO] [BiblioCraft] Activating mod BiblioCraft
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Injecting found translation data in zip file BiblioCraft[v1.5.5].zip at assets/bibliocraft/lang/en_US.lang into language system
2025-06-29 20:48:05 [FINE] [props] Enabling mod props
2025-06-29 20:48:05 [FINE] [props] Mod Logging channel props configured at default level.
2025-06-29 20:48:05 [INFO] [props] Activating mod props
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Injecting found translation data in zip file DecoCraft1.6.4 V1.9b.zip at assets/forge/lang/en_US.lang into language system
2025-06-29 20:48:05 [FINE] [lionking] Enabling mod lionking
2025-06-29 20:48:05 [FINE] [lionking] Mod Logging channel lionking configured at default level.
2025-06-29 20:48:05 [INFO] [lionking] Activating mod lionking
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Verifying mod requirements are satisfied
2025-06-29 20:48:05 [FINER] [ForgeModLoader] All mod requirements are satisfied
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Sorting mods into an ordered list
2025-06-29 20:48:05 [FINER] [ForgeModLoader] Mod sorting completed successfully
2025-06-29 20:48:05 [FINE] [ForgeModLoader] Mod sorting data
2025-06-29 20:48:05 [FINE] [ForgeModLoader] 	Backpack(Backpack:1.28.37): Backpack-1.28.37-1.6.x.jar ()
2025-06-29 20:48:05 [FINE] [ForgeModLoader] 	BiblioCraft(BiblioCraft:1.5.5): BiblioCraft[v1.5.5].zip ()
2025-06-29 20:48:05 [FINE] [ForgeModLoader] 	props(DecoCraft:1.9a): DecoCraft1.6.4 V1.9b.zip ()
2025-06-29 20:48:05 [FINE] [ForgeModLoader] 	lionking(The Lion King Mod:v1.13 for Minecraft 1.6.4): The Lion King Mod v1.13.zip ()
2025-06-29 20:48:05 [FINEST] [mcp] Sending event FMLConstructionEvent to mod mcp
2025-06-29 20:48:05 [FINEST] [mcp] Sent event FMLConstructionEvent to mod mcp
2025-06-29 20:48:05 [FINEST] [FML] Sending event FMLConstructionEvent to mod FML
2025-06-29 20:48:05 [FINEST] [FML] Sent event FMLConstructionEvent to mod FML
2025-06-29 20:48:05 [FINEST] [Forge] Sending event FMLConstructionEvent to mod Forge
2025-06-29 20:48:05 [INFO] [ForgeModLoader] Registering Forge Packet Handler
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] Testing mod Forge to verify it accepts its own version in a remote connection
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] The mod Forge accepts its own version (9.11.1.1345)
2025-06-29 20:48:06 [INFO] [ForgeModLoader] Succeeded registering Forge Packet Handler
2025-06-29 20:48:06 [FINEST] [Forge] Sent event FMLConstructionEvent to mod Forge
2025-06-29 20:48:06 [FINEST] [Backpack] Sending event FMLConstructionEvent to mod Backpack
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] Testing mod Backpack to verify it accepts its own version in a remote connection
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] The mod Backpack accepts its own version (1.28.37)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] Attempting to inject @SidedProxy classes into Backpack
2025-06-29 20:48:06 [FINEST] [Backpack] Sent event FMLConstructionEvent to mod Backpack
2025-06-29 20:48:06 [FINEST] [BiblioCraft] Sending event FMLConstructionEvent to mod BiblioCraft
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] Testing mod BiblioCraft to verify it accepts its own version in a remote connection
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] The mod BiblioCraft accepts its own version (1.5.5)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] Attempting to inject @SidedProxy classes into BiblioCraft
2025-06-29 20:48:06 [FINEST] [BiblioCraft] Sent event FMLConstructionEvent to mod BiblioCraft
2025-06-29 20:48:06 [FINEST] [props] Sending event FMLConstructionEvent to mod props
2025-06-29 20:48:06 [FINE] [ForgeModLoader] Attempting to inject @SidedProxy classes into props
2025-06-29 20:48:06 [FINEST] [props] Sent event FMLConstructionEvent to mod props
2025-06-29 20:48:06 [FINEST] [lionking] Sending event FMLConstructionEvent to mod lionking
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] Testing mod lionking to verify it accepts its own version in a remote connection
2025-06-29 20:48:06 [FINEST] [ForgeModLoader] The mod lionking accepts its own version (v1.13 for Minecraft 1.6.4)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] Attempting to inject @SidedProxy classes into lionking
2025-06-29 20:48:06 [FINEST] [lionking] Sent event FMLConstructionEvent to mod lionking
2025-06-29 20:48:06 [FINE] [ForgeModLoader] Mod signature data
2025-06-29 20:48:06 [FINE] [ForgeModLoader] 	mcp(Minecraft Coder Pack:8.09): minecraft.jar (NO VALID CERTIFICATE FOUND)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] 	FML(Forge Mod Loader:6.4.50.1,345): minecraftforge-universal-1.6.4-9.11.1.1345.jar (e3c3d50c7c986df74c645c0ac54639741c90a557)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] 	Forge(Minecraft Forge:9.11.1.1345): minecraftforge-universal-1.6.4-9.11.1.1345.jar (NO VALID CERTIFICATE FOUND)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] 	Backpack(Backpack:1.28.37): Backpack-1.28.37-1.6.x.jar (NO VALID CERTIFICATE FOUND)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] 	BiblioCraft(BiblioCraft:1.5.5): BiblioCraft[v1.5.5].zip (NO VALID CERTIFICATE FOUND)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] 	props(DecoCraft:1.9a): DecoCraft1.6.4 V1.9b.zip (NO VALID CERTIFICATE FOUND)
2025-06-29 20:48:06 [FINE] [ForgeModLoader] 	lionking(The Lion King Mod:v1.13 for Minecraft 1.6.4): The Lion King Mod v1.13.zip (NO VALID CERTIFICATE FOUND)
2025-06-29 20:48:06 [FINEST] [mcp] Sending event FMLPreInitializationEvent to mod mcp
2025-06-29 20:48:06 [FINEST] [mcp] Sent event FMLPreInitializationEvent to mod mcp
2025-06-29 20:48:06 [FINEST] [FML] Sending event FMLPreInitializationEvent to mod FML
2025-06-29 20:48:06 [FINEST] [FML] Sent event FMLPreInitializationEvent to mod FML
2025-06-29 20:48:06 [FINEST] [Forge] Sending event FMLPreInitializationEvent to mod Forge
2025-06-29 20:48:06 [INFO] [ForgeModLoader] Configured a dormant chunk cache size of 0
2025-06-29 20:48:06 [FINEST] [Forge] Sent event FMLPreInitializationEvent to mod Forge
2025-06-29 20:48:06 [FINEST] [Backpack] Sending event FMLPreInitializationEvent to mod Backpack
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item backpack.item.ItemBackpack(18586) owned by Backpack
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item backpack.item.ItemWorkbenchBackpack(18589) owned by Backpack
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item backpack.item.ItemLeather(18587) owned by Backpack
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item backpack.item.ItemLeather(18588) owned by Backpack
2025-06-29 20:48:06 [FINEST] [Backpack] Sent event FMLPreInitializationEvent to mod Backpack
2025-06-29 20:48:06 [FINEST] [BiblioCraft] Sending event FMLPreInitializationEvent to mod BiblioCraft
2025-06-29 20:48:06 [FINEST] [BiblioCraft] Sent event FMLPreInitializationEvent to mod BiblioCraft
2025-06-29 20:48:06 [FINEST] [props] Sending event FMLPreInitializationEvent to mod props
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item com.mia.props.ItemProps(5556) owned by props
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item com.mia.props.ItemCratingClay(5301) owned by props
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item net.minecraft.item.ItemBlock(2500) owned by props
2025-06-29 20:48:06 [FINEST] [props] Sent event FMLPreInitializationEvent to mod props
2025-06-29 20:48:06 [FINEST] [lionking] Sending event FMLPreInitializationEvent to mod lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItemTicket(4256) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItem(4257) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItemFood(4258) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItemFood(4259) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItemRafikiStick(4260) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItemTallFlower(4261) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItemFood(4262) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItem(4263) owned by lionking
2025-06-29 20:48:06 [FINE] [fml.ItemTracker] Adding item lionking.common.LKItem(4264) owned by lionking
